Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	Biological Process	Cellular Component	Molecular Function	Pfam IDs	Entrez Gene ID	Ensembl Gene ID	Gene Symbol	Gene ID	WikiPathways	Reactome Pathways	# Protein Pathway Groups	# Razor Peptides	Abundances (Scaled): F12: Sample, A1	Abundances (Scaled): F8: Sample, A2	Abundances (Scaled): F4: Sample, A3	Abundances (Scaled): F11: Sample, B1	Abundances (Scaled): F7: Sample, B2	Abundances (Scaled): F3: Sample, B3	Abundances (Scaled): F10: Sample, C1	Abundances (Scaled): F6: Sample, C2	Abundances (Scaled): F2: Sample, C3	Abundances (Scaled): F9: Sample, D1	Abundances (Scaled): F5: Sample, D2	Abundances (Scaled): F1: Sample, D3	Abundances (Normalized): F12: Sample, A1	Abundances (Normalized): F8: Sample, A2	Abundances (Normalized): F4: Sample, A3	Abundances (Normalized): F11: Sample, B1	Abundances (Normalized): F7: Sample, B2	Abundances (Normalized): F3: Sample, B3	Abundances (Normalized): F10: Sample, C1	Abundances (Normalized): F6: Sample, C2	Abundances (Normalized): F2: Sample, C3	Abundances (Normalized): F9: Sample, D1	Abundances (Normalized): F5: Sample, D2	Abundances (Normalized): F1: Sample, D3	Abundance: F12: Sample, A1	Abundance: F8: Sample, A2	Abundance: F4: Sample, A3	Abundance: F11: Sample, B1	Abundance: F7: Sample, B2	Abundance: F3: Sample, B3	Abundance: F10: Sample, C1	Abundance: F6: Sample, C2	Abundance: F2: Sample, C3	Abundance: F9: Sample, D1	Abundance: F5: Sample, D2	Abundance: F1: Sample, D3	Found in Sample: [S12] F12: Sample, A1	Found in Sample: [S8] F8: Sample, A2	Found in Sample: [S4] F4: Sample, A3	Found in Sample: [S11] F11: Sample, B1	Found in Sample: [S7] F7: Sample, B2	Found in Sample: [S3] F3: Sample, B3	Found in Sample: [S10] F10: Sample, C1	Found in Sample: [S6] F6: Sample, C2	Found in Sample: [S2] F2: Sample, C3	Found in Sample: [S9] F9: Sample, D1	Found in Sample: [S5] F5: Sample, D2	Found in Sample: [S1] F1: Sample, D3	# Protein Groups	Modifications
FALSE	Medium	Master Protein	O95365	Zinc finger and BTB domain-containing protein 7A OS=Homo sapiens OX=9606 GN=ZBTB7A PE=1 SV=1	0.029	2.105	3	1	1	1	584	61.4	5.19	0	1				Pf00096, Pf00651	51341	ENSG00000178951	ZBTB7A	"D6W619; hsa:51341; O00456; O95365; Q14D41; Q5XG86"	IL-18 signaling pathway		1	0	123	454	151.7	89.3	113.3	100.1	38.1	41.6	58.2			30.7	51094.6163	188663.4754	63034.36212	37125.06508	47079.51377	41611.4515	15832.36523	17268.23555	24185.31533			12772.94884	33322.71875	147667.9063	43882.85156	29809.36914	38059.58984	37247.02344	15832.36523	14318.41309	20461.75977			12608.11426	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Not Found	Not Found	Peak Found	1	
FALSE	Medium	Master Protein	Q8WZA9	Immunity-related GTPase family Q protein OS=Homo sapiens OX=9606 GN=IRGQ PE=1 SV=1	0.029	2.105	2	1	1	1	623	62.7	4.88	0	1					126298	ENSG00000167378	IRGQ	"B2RNP3; hsa:126298; Q8WZA9"			0	0	201.4	203.3	212.6	98.4	127.5	121.9	62.9	44.6	55.9	23.2	27.4	20.9	88147.85271	88978.56967	93027.46411	43082.49059	55820.41843	53346.65711	27522.71289	19520.08535	24466.78037	10134.34881	11994.32262	9163.449393	57487.97656	69644	64763.25391	34592.85156	45125.83203	47751.37891	27522.71289	16185.59375	20699.89063	9036.292969	10444.61914	9045.195313	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Medium	Master Protein	O43933	Peroxisome biogenesis factor 1 OS=Homo sapiens OX=9606 GN=PEX1 PE=1 SV=1	0.029	2.104	1	1	3	1	1283	142.8	6.33	3.68	1				Pf00004, Pf09262, Pf09263, Pf17862	5189	ENSG00000127980	PEX1	"A4D1G3; A8KA90; B4DIM7; E9PE75; hsa:5189; O43933; Q96S71; Q96S72; Q96S73; Q99994"		Peroxisomal protein import	1	0	193.2	195.3	189.5	111.6	125	139.9	47.6	54.5	55.2	27.4	30.4	30.5	1722133.906	1741023.042	1689528.221	995199.9332	1114025.975	1247024.912	424386.4688	485945.3864	491935.6967	243822.2622	270698.7906	271458.4455	1123135.625	1362708	1176204.75	799090.375	900590.6875	1116230.375	424386.4688	402934.4375	416197.5938	217404.1406	235723.6719	267955.2813	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	High	High	Peak Found	Peak Found	1	
FALSE	Medium	Master Protein	Q969S2	Endonuclease 8-like 2 OS=Homo sapiens OX=9606 GN=NEIL2 PE=1 SV=3	0.029	2.102	5	1	1	1	332	36.8	6.79	0	1				Pf06831	252969	ENSG00000154328	NEIL2	"B4DFR7; hsa:252969; Q7Z3Q7; Q8N842; Q8NG52; Q969S2"	"Base excision repair; DNA repair pathways, full network; 8p23.1 copy number variation syndrome"	"Recognition and association of DNA glycosylase with site containing an affected pyrimidine; Cleavage of the damaged pyrimidine ; APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway"	6	0																																					Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	High	1	
FALSE	Medium	Master Protein	Q9NU02	Ankyrin repeat and EF-hand domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ANKEF1 PE=1 SV=2	0.029	2.102	1	1	1	1	776	86.6	8.28	0	1				Pf12796, Pf13637	63926	ENSG00000132623	ANKEF1	"B3KUQ0; hsa:63926; Q9H6Y9; Q9NU02"			0	0	79.8	73.9	61.5	116.2	98.1	101	103.9	104.2	94.4	113.1	124.7	129.3	127165.7718	117728.474	97904.83472	185143.5027	156256.5421	160828.0904	165446.2031	165900.5247	150347.0175	180126.101	198673.8168	205912.7836	82934.55469	92146.70313	68158.75	148659.9688	126319.4844	143959.5938	165446.2031	137560.7969	127199.6875	160609.4531	173004.5469	203255.4844	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Medium	Master Protein	Q96S52	GPI transamidase component PIG-S OS=Homo sapiens OX=9606 GN=PIGS PE=1 SV=3	0.029	2.1	2	1	1	1	555	61.6	6.49	0	1				Pf10510	94005	ENSG00000087111	PIGS	"hsa:94005; Q6UVX6; Q96S52"		Attachment of GPI anchor to uPAR	1	0	236.5	217.7	240.2	189.6	166.2			78.5	71.3				192403.291	177098.918	195359.1038	154205.7737	135194.4737			63877.41578	58037.08688				125480.9453	138616.2656	136003.8281	123818.6875	109292.6797			52965.64453	49101.73438				Peak Found	Peak Found	High	Peak Found	Peak Found	Not Found	Not Found	Peak Found	Peak Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q12864	Cadherin-17 OS=Homo sapiens OX=9606 GN=CDH17 PE=1 SV=3	0.029	2.093	2	1	1	1	832	92.2	5.14	0	1				Pf00028	1015	ENSG00000079112	CDH17	"hsa:1015; Q12864; Q15336; Q2M2E0"	"Hippo signaling regulation pathways; Hippo-Merlin signaling dysregulation; Pleural mesothelioma; Pancreatic cancer subtypes"	Adherens junctions interactions	5	0																																					High	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q96A35	39S ribosomal protein L24, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL24 PE=1 SV=1	0.029	2.092	5	1	2	1	216	24.9	9.29	0	1				Pf00467, Pf17136	79590	ENSG00000143314	MRPL24	"D3DVC8; hsa:79590; Q53G65; Q53HT0; Q5SYZ9; Q5SZ00; Q5SZ02; Q96A35; Q96Q70; Q9H7G3"		"Mitochondrial translation initiation; Mitochondrial translation elongation; Mitochondrial translation termination"	3	0	219.6	253.5	241.8		146.6	167.6		62.2	60.3		48.3		288494.6868	333122.3957	317760.1673		192652.4461	220256.5927		81692.96237	79268.21633		63419.59745		188149.5156	260736.6719	221216.2031		155742.3281	197154.9219		67737.875	67064.13281		55225.58984		Peak Found	High	Peak Found	Not Found	High	Peak Found	Not Found	Peak Found	Peak Found	Not Found	Peak Found	Not Found	1	
FALSE	Medium	Master Protein	Q5TID7	Coiled-coil domain-containing protein 181 OS=Homo sapiens OX=9606 GN=CCDC181 PE=2 SV=1	0.029	2.09	4	1	1	1	509	60.1	5.91	0	1				Pf13904	57821	ENSG00000117477	CCDC181	"hsa:57821; O60780; Q53FD5; Q5TID7; Q5TID9; Q8TC48"			0	0	77.6	80.5	60.4	96.7	109	97	96.9	107.5	104.6	128.5	123.1	118.2	324010.5834	336442.9102	252238.1103	404175.2026	455311.761	405264.4221	404952.4063	449092.1373	437000.4296	536788.2771	514270.9204	493976.3775	211312.1563	263335.6563	175601.4844	324530.2813	368078.9688	362758.1563	404952.4063	372376.5938	369720.125	478627.3125	447825.5313	487601.625	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Medium	Master Protein	O75366	Advillin OS=Homo sapiens OX=9606 GN=AVIL PE=1 SV=3	0.029	2.089	1	1	1	1	819	92	5.71	0	1				Pf00626, Pf02209	10677	ENSG00000135407	AVIL	"B2RAU7; hsa:10677; O75366; Q2NKM9"			0	0	198.6	188.5	199.9	130.5	119.1	119.9	52	49.5	54.6	29.3	29.7	28.3	5424465.021	5146428.213	5459985.307	3564156.398	3251227.384	3273643.458	1420075	1352631.688	1490251.69	800739.4942	812309.3052	772339.1419	3537709.75	4028136.75	3801097	2861820	2628327.5	2930286.5	1420075	1121570.25	1260813.5	713979.4375	707356.4375	762372.125	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	1	
FALSE	Medium	Master Protein	O43252	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1 OS=Homo sapiens OX=9606 GN=PAPSS1 PE=1 SV=2	0.03	2.085	3	1	3	1	624	70.8	6.86	0	1				Pf01583, Pf01747, Pf14306	9061	ENSG00000138801	PAPSS1	"hsa:9061; O43252; O43841; O75332; Q6IAX6; Q96FB1; Q96TF4; Q9P1P9; Q9UE98"	Sulfation biotransformation reaction	"Signaling by BRAF and RAF1 fusions; Transport and synthesis of PAPS; Metabolism of ingested H2SeO4 and H2SeO3 into H2Se"	4	0																																					Not Found	High	High	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q96IZ0	PRKC apoptosis WT1 regulator protein OS=Homo sapiens OX=9606 GN=PAWR PE=1 SV=1	0.03	2.085	4	1	1	1	340	36.5	5.41	0	1					5074	ENSG00000177425	PAWR	"hsa:5074; O75796; Q6FHY9; Q8N700; Q96IZ0"			0	0	264.2	229.9	235.1	117.9	132.4	120.6	39.3	41.1			19.4		179639.2083	156259.0588	159827.4948	80179.25409	90001.44944	81972.32136	26740.20117	27959.12355			13193.82217		117156.5078	122304.7969	111267.6641	64379.49609	72758.14844	73374.63281	26740.20117	23183.04492			11489.13965		High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Not Found	Not Found	Peak Found	Not Found	1	
FALSE	Medium	Master Protein	P17152	Transmembrane protein 11, mitochondrial OS=Homo sapiens OX=9606 GN=TMEM11 PE=1 SV=1	0.03	2.085	5	1	1	1	192	21.5	7.36	1.78	1				Pf14972	8834	ENSG00000178307	TMEM11	"hsa:8834; P17152; Q53YB2"		Cristae formation	1	0	207.9	219.8	200.4	122	142.7	128	62	73.4	43.8				221963.4231	234662.8473	214044.9993	130324.3966	152329.2287	136723.8307	66196.84375	78391.28623	46773.36052				144759.375	183671.8594	149012.4531	104643.2656	123144.6016	122383.5156	66196.84375	65000.20313	39572.16406				Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q9NUQ6	SPATS2-like protein OS=Homo sapiens OX=9606 GN=SPATS2L PE=1 SV=2	0.03	2.085	1	1	1	1	558	61.7	9.64	0	1				Pf07139	26010	ENSG00000196141	SPATS2L	"A8K381; B4DRE6; B4DT67; B7WNZ7; hsa:26010; Q53T22; Q8WV53; Q8WYG1; Q9NTW4; Q9NUQ6"			0	0	238.7				280.2		322.9			358.2			1535208.533				1801973.274		2076426.125			2303763.731			1001227.25				1456734.75		2076426.125			2054151.125			High	Not Found	Not Found	Not Found	Peak Found	Not Found	Peak Found	Not Found	Not Found	Peak Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	P0C7B5	Antitoxin MazE OS=Staphylococcus aureus (strain USA300) OX=367830 GN=mazE PE=3 SV=1	0.031	2.078	14	1	2	1	56	6.2	4.15	1.69	1							mazE	P0C7B5			0	0							207.2	211.4	209.5	168.1	217.6	186.2							847671.875	864536.5784	856991.703	687643.2087	889983.2712	761592.7094							847671.875	716853.3125	725049.8125	613137.125	774994.6875	751764.375	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Peak Found	High	Peak Found	Peak Found	Peak Found	High	1	
FALSE	Medium	Master Protein	Q15643	Thyroid receptor-interacting protein 11 OS=Homo sapiens OX=9606 GN=TRIP11 PE=1 SV=3	0.031	2.075	1	1	1	1	1979	227.4	5.26	0	1					9321	ENSG00000100815	TRIP11	"B2RUT2; hsa:9321; O14689; O15154; O95949; Q15643; Q6MZL5"		"Intraflagellar transport; Intra-Golgi traffic; Signaling by FLT3 fusion proteins"	3	0	166.2	239.3	213.3	102	147.1	103.3	52.5	57.2	63		32.6	23.5	124114.9667	178643.381	159220.2579	76127.89153	109862.8888	77148.27149	39171.26953	42703.42079	47045.67216		24364.68593	17542.24749	80944.89063	139825.125	110844.9219	61126.47656	88814.35156	69056.55469	39171.26953	35408.66797	39802.55078		21216.69336	17315.86523	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Not Found	Peak Found	Peak Found	1	
FALSE	Medium	Master Protein	Q9NP91	Sodium- and chloride-dependent transporter XTRP3 OS=Homo sapiens OX=9606 GN=SLC6A20 PE=1 SV=1	0.031	2.074	2	1	2	1	592	65.9	6.65	0	1				Pf00209	54716	ENSG00000163817	SLC6A20	"A1A4F2; hsa:54716; O75590; Q8TF10; Q9NP91; Q9NPQ2; Q9NQ77"	"Nuclear receptors meta-pathway; NRF2 pathway; Proximal tubule transport"	"Na+/Cl- dependent neurotransmitter transporters; Amino acid transport across the plasma membrane; Variant SLC6A20 contributes towards hyperglycinuria (HG) and iminoglycinuria (IG); Variant SLC6A20 contributes towards hyperglycinuria (HG) and iminoglycinuria (IG)"	7	0	67	75.9	79.8	91.9	95.7	89	119.5	120.4	115.2	108.3	125.7	111.4	221223.0659	250695.9207	263256.0626	303445.0425	315918.4922	293765.4128	394441.5313	397520.3672	380333.1609	357569.9208	415064.9176	367732.168	144276.5313	196221.0313	183271.8906	243649.5469	255391.9375	262953.75	394441.5313	329614.5	321777.3125	318827.25	361437.25	362986.5938	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	High	Peak Found	1	
FALSE	Medium	Master Protein	Q8N0Y5	Olfactory receptor 8I2 OS=Homo sapiens OX=9606 GN=OR8I2 PE=2 SV=1	0.031	2.074	10	1	12	1	310	34.6	8.24	0	1				Pf13853	120586	ENSG00000172154	OR8I2	"B2RNN4; hsa:120586; Q6IFC0; Q8N0Y5; Q96RC5"		Expression and translocation of olfactory receptors	1	0	71	24.4	39.9	69.4	184.8	97.1	148.1	140.2	105.8	103.6	106.6	109	1671487.621	574543.9727	940176.0771	1634411.638	4349835.224	2285646.495	3485083.656	3299760.381	2490607.073	2438503.667	2509554.709	2566202.845	1090105.297	449698.625	654525.6563	1312341.938	3516454	2045915.859	3485083.656	2736083.375	2107154.813	2174292	2185312.5	2533086.063	Peak Found	High	Peak Found	Peak Found	Peak Found	High	High	High	High	Peak Found	High	High	1	
FALSE	Medium	Master Protein	Q9NPI6	mRNA-decapping enzyme 1A OS=Homo sapiens OX=9606 GN=DCP1A PE=1 SV=3	0.031	2.072	2	1	1	1	582	63.2	6.25	0	1				Pf06058, Pf16741	55802	ENSG00000272886	DCP1A	"B4DHN9; hsa:55802; Q9NPI6; U3KQM8"		"Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA; mRNA decay by 5' to 3' exoribonuclease; Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA"	4	0	199.9	201.7	195.8	129.4	114.8	144.2	50.8	55	73.1	35.3			349364.7882	352417.5923	342106.3348	226143.8815	200607.9267	252012.6997	88856.85156	96044.92045	127810.3213	61617.35209			227847.5781	275839.125	238165.3594	181581	162173.625	225580.2813	88856.85156	79638.17969	108132.7266	54941.11719			Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q9GZT8	NIF3-like protein 1 OS=Homo sapiens OX=9606 GN=NIF3L1 PE=1 SV=2	0.031	2.07	6	1	2	1	377	41.9	6.65	0	1				Pf01784	60491	ENSG00000196290	NIF3L1	"hsa:60491; Q53TX4; Q6X735; Q9GZT8; Q9H2D2; Q9HC18"			0	0		234.8	350	190.7	194	230.4								149524.8134	222908.5855	121447.2757	123563.7753	146742.7278								117033.8672	155183.0469	97515.42969	99890.29688	131351.5781							Not Found	High	High	Peak Found	Peak Found	Peak Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q9Y5K5	Ubiquitin carboxyl-terminal hydrolase isozyme L5 OS=Homo sapiens OX=9606 GN=UCHL5 PE=1 SV=3	0.031	2.07	3	1	4	1	329	37.6	5.33	0	1				Pf01088, Pf18031	51377	ENSG00000116750	UCHL5	"hsa:51377; Q5LJA6; Q5LJA7; Q8TBS4; Q96BJ9; Q9H1W5; Q9P0I3; Q9UQN2; Q9Y5K5"		"UCH proteinases; Downregulation of TGF-beta receptor signaling"	2	0	223.2	239.5	235.1	146	124.9	178.3			53				255104.4602	273722.5863	268738.5772	166951.1469	142790.6943	203805.7338			60640.48205				166373.1875	214244.125	187088.6719	134052.5156	115433.5469	182429.5156			51304.3125				High	Peak Found	High	Peak Found	High	Peak Found	Not Found	Not Found	Peak Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q96CN5	Leucine-rich repeat-containing protein 45 OS=Homo sapiens OX=9606 GN=LRRC45 PE=1 SV=1	0.032	2.069	1	1	7	1	670	75.9	6.23	0	1				Pf13516	201255	ENSG00000169683	LRRC45	"hsa:201255; Q96CN5"			0	0	74.7	71.2	78.7	98.3	92.7	88.3	113.7	101.4	124.2	116.5	115.8	124.5	394003.3322	375282.9185	414671.558	518477.7311	488622.4068	465372.9524	599459.1875	534831.1327	654533.4923	614195.7447	610560.5572	656333.5932	256959.7969	293735.9375	288683.3438	416308.875	395007.6563	416562.1875	599459.1875	443469.3438	553761.9375	547647.6875	531674.25	647863.625	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	High	Peak Found	Peak Found	High	High	High	1	
FALSE	Medium	Master Protein	A0A0H2XHW2	Antigen, 67 kDa OS=Staphylococcus aureus (strain USA300) OX=367830 GN=SAUSA300_0108 PE=4 SV=1	0.032	2.068	2	1	2	1	591	67.6	5.14	0	1				Pf06100		SAUSA300_0108		"A0A0H2XHW2; saa:SAUSA300_0108"			0	0		81.7	59.5	89.1	112.6	105.1	126.6	108.7	120.3	137.3	109.2	149.9		51843.38054	37744.91046	56545.61749	71479.18255	66712.6636	80352.99219	68997.4767	76337.88467	87150.2802	69307.72496	95140.28292		40578.08984	26277.00586	45402.99609	57784.54688	59715.48828	80352.99219	57211.07813	64584.95313	77707.55469	60352.95313	93912.5	Not Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	High	1	
FALSE	Medium	Master Protein	A0A0H2XIH0	Putative membrane protein OS=Staphylococcus aureus (strain USA300) OX=367830 GN=SAUSA300_0230 PE=4 SV=1	0.032	2.066	2	1	2	1	380	42.2	5.69	0	1				Pf13367		SAUSA300_0230		"A0A0H2XIH0; saa:SAUSA300_0230"			0	0	90.1		97.1	109.7			125.8	149	142.4	165.8	163.2	156.9	437580.2151		471417.9199	532570.9753			610434.25	723450.5682	691215.8317	804821.0421	791960.8466	761446.1303	285379.625		328188.6563	427624.9688			610434.25	599868.125	584796.6875	717618.75	689637.0625	751619.6875	High	Not Found	Peak Found	High	Not Found	Not Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Medium	Master Protein	Q969I6	Sodium-coupled neutral amino acid transporter 4 OS=Homo sapiens OX=9606 GN=SLC38A4 PE=1 SV=1	0.032	2.065	3	1	3	1	547	60.7	6.47	0	1				Pf01490	55089	ENSG00000139209	SLC38A4	"A8K553; hsa:55089; Q969I6"		Amino acid transport across the plasma membrane	1	0	70.6	83.8	75.8	84.1	95.2	86.9	111.3	112.1	124.8	127.5	121.1	106.7	499787.3296	593053.8123	536335.1527	595234.9372	673858.3154	614926.9644	787435.4375	793477.3608	883129.8533	902181.8247	857105.3413	755106.3152	325949.6563	464186.375	373382.3125	477940.6563	544754.375	550430.1875	787435.4375	657932.6875	747163.75	804430.5	746364.6875	745361.6875	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	High	Peak Found	1	
FALSE	Medium	Master Protein	Q9H9F9	Actin-related protein 5 OS=Homo sapiens OX=9606 GN=ACTR5 PE=1 SV=2	0.032	2.065	1	1	1	1	607	68.3	5.27	0	1				Pf00022	79913	ENSG00000101442	ACTR5	"hsa:79913; Q86WF7; Q8IUY5; Q8N724; Q9BRN0; Q9BVB7; Q9H9F9"		"UCH proteinases; DNA Damage Recognition in GG-NER"	2	0	212.8	196.5	210.1	135.1	114.9	111.7	56.1	48.2	47.8	18.4	22.5	26	745308.7371	688421.9994	735806.8943	473241.5368	402545.0817	391131.1431	196377.8594	168756.0126	167341.2143	64621.50405	78690.27643	91013.0207	486073	538831.5625	512249.25	379986.7188	325421.8125	350107.25	196377.8594	139928.5	141577.4688	57619.76953	68523.25	89838.5	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Medium	Master Protein	Q9NXW2	DnaJ homolog subfamily B member 12 OS=Homo sapiens OX=9606 GN=DNAJB12 PE=1 SV=5	0.032	2.061	3	1	4	1	375	41.8	8.69	0	1				Pf00226, Pf09320	54788	ENSG00000148719	DNAJB12	"B7Z7I3; hsa:54788; Q9H6H0; Q9NXW2"			0	0	224	295.3	228.6	163.6	146.8	141.7							145782.4431	192200.1074	148793.1022	106452.0488	95535.2422	92253.90308							95075.91406	150436.0469	103585.8125	85475.09375	77231.72656	82577.82813							High	High	High	Peak Found	High	Peak Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	P46379	Large proline-rich protein BAG6 OS=Homo sapiens OX=9606 GN=BAG6 PE=1 SV=2	0.032	2.06	1	1	2	1	1132	119.3	5.6	0	1				Pf00240, Pf12057	7917	"ENSG00000096155; ENSG00000204463; ENSG00000227761; ENSG00000228760; ENSG00000229524; ENSG00000233348; ENSG00000234651"	BAG6	"A2ADJ7; A3KQ42; A3KQ44; A6NGY6; A6PWF7; B0UX84; B4DZ12; B4E3V4; E7EMZ4; F8VXY4; hsa:7917; O95874; P46379; Q5HYL9; Q5SQ35; Q5SQ36; Q5SQ37; Q5SQ41; Q5SRP8; Q5SRP9; Q5STC1; Q5STX1; Q5STX3; Q96SA6; Q9BCN4"		Insertion of tail-anchored proteins into the endoplasmic reticulum membrane	1	0	117.7	98.7	104.9	101.7	107.6	102.7	83.4	108.3	98.9	88.3	93.2	94.6	136217.0476	114302.8753	121465.4468	117715.3381	124549.7374	118838.4577	96591.67969	125361.3703	114527.7424	102244.7315	107842.2461	109551.2245	88837.58594	89465.46875	84561.02344	94518.89063	100687.3594	106374.0547	96591.67969	103946.6875	96895.125	91166.52344	93908.69531	108137.4688	Peak Found	High	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Medium	Master Protein	Q13257	Mitotic spindle assembly checkpoint protein MAD2A OS=Homo sapiens OX=9606 GN=MAD2L1 PE=1 SV=1	0.032	2.059	4	1	1	1	205	23.5	5.08	0	1				Pf02301	4085	ENSG00000164109	MAD2L1	"hsa:4085; Q13257; Q53F56; Q548X9; Q6IRW7; Q8IZX3"	"Regulation of sister chromatid separation at the metaphase-anaphase transition; Pleural mesothelioma"	"Cdc20:Phospho-APC/C mediated degradation of Cyclin A; Separation of Sister Chromatids; Resolution of Sister Chromatid Cohesion; RHO GTPases Activate Formins; EML4 and NUDC in mitotic spindle formation; Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal; Inactivation of APC/C via direct inhibition of the APC/C complex; APC/C:Cdc20 mediated degradation of mitotic proteins; APC-Cdc20 mediated degradation of Nek2A"	13	0					1200												468657.3498												378867.6875								Not Found	Not Found	Not Found	Not Found	High	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q7Z7A1	Centriolin OS=Homo sapiens OX=9606 GN=CNTRL PE=1 SV=2	0.032	2.059	1	1	1	1	2325	268.7	5.55	0	1				Pf14580	11064	ENSG00000119397	CNTRL	"A2A2Y1; B2RP67; hsa:11064; Q3MN79; Q5FWF8; Q5JVD0; Q6MZR3; Q6PKC1; Q7Z7A1; Q8TEP3; Q9Y489"		"Anchoring of the basal body to the plasma membrane; Recruitment of NuMA to mitotic centrosomes; Regulation of PLK1 Activity at G2/M Transition; Loss of Nlp from mitotic centrosomes; Recruitment of mitotic centrosome proteins and complexes; AURKA Activation by TPX2"	7	0	79.9	72.5	73.9	99.7	100.3	87.2	107.9	122.9	122.2	101.3	116.3	115.9	179667.0717	162950.9431	166072.2677	224278.0148	225525.3503	196117.4212	242615.8438	276384.1421	274727.6406	227831.3164	261579.6472	260667.2637	117174.6797	127542.5703	115615.1094	180082.8125	182317.1406	175547.5938	242615.8438	229171.2031	232430.75	203145.8125	227782.75	257303.3594	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	1	
FALSE	Medium	Master Protein	Q96P09	Baculoviral IAP repeat-containing protein 8 OS=Homo sapiens OX=9606 GN=BIRC8 PE=1 SV=2	0.033	2.057	8	1	1	1	236	27.1	7.31	0	1				Pf00653, Pf13920			BIRC8	"Q6IPY1; Q96P09; Q96RW5"			0	0																																					Not Found	Not Found	Not Found	Not Found	High	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
